ticker,date,direction,entry_price,exit_price,exit_reason,r_multiple,win,or_range_pct,fvg_size_pct,rvol,confidence,entry_hour,entry_minute
FCN,2026-02-25,bull,159.83,159.3857142857143,STOP,-1.0,0,1.9929771282148654,0.2924712246053232,1.6905690974509706,0.6,10,2
FCX,2026-02-25,bull,73.0148,72.27254285714284,STOP,-1.0,0,2.7890761185357373,6.0182953390445615,1.6881594372801876,0.6,12,30
FCX,2026-03-04,bear,63.3229,63.882485714285714,STOP,-1.0,0,5.52526354053071,3.9252010317099066,9.579831932773109,0.6,11,57
FCX,2026-03-09,bull,59.6,60.09217142857143,T1,2.0,1,6.721225840153229,0.10972316002700493,5.208312352716067,0.6,11,22
FCX,2026-03-16,bear,54.0891,54.717128571428574,STOP,-1.0,0,5.534358668845242,0.034441191665237,3.7541899441340782,0.6,13,36
FG,2026-03-04,bull,23.3,23.25714285714286,STOP,-1.0,0,3.22958701530552,0.021496130696470356,1.8183794752862734,0.6,10,49
FG,2026-03-05,bull,23.42,23.487114285714288,T1,2.0,1,1.8103448275862144,0.021832191780831872,1.5383981881820052,0.6,10,37
FSLY,2026-02-27,bull,18.5,18.601457142857143,T1,2.0,1,7.8111829165495745,0.13594344752582152,6.23851751700004,0.6,10,17
FSLY,2026-03-10,bull,22.94,22.817028571428573,STOP,-1.0,0,8.130819895525773,0.06558810668998936,2.857869930452344,0.6,10,11
FSLY,2026-03-13,bear,23.332,23.650314285714288,STOP,-1.0,0,7.941947188066918,5.038665038665037,1.266527487821851,0.5,13,12
FTAI,2026-03-11,bear,260.55,261.3635142857143,STOP,-1.0,0,7.0127470903380615,0.12239902080783092,2.1449458626412707,0.6,11,40
FTAI,2026-03-12,bear,237.63,238.4825,STOP,-1.0,0,12.354450365107564,0.020986358866741394,1.9780707665717934,0.6,11,50
FUTU,2026-02-17,bull,149.63,149.4006857142857,STOP,-1.0,0,2.416476456539565,0.22019038412481234,9.728238751978296,0.6,10,6
GAP,2026-03-06,bear,23.2361,23.314128571428572,STOP,-1.0,0,11.030980192991366,0.06440532417346745,1.372145508352866,0.5,10,10
GIS,2026-03-09,bear,43.42,43.54414285714286,STOP,-1.0,0,2.2172949002217326,0.0343839541547291,5.4962748237095465,0.6,11,50
GIS,2026-03-12,bear,39.575,39.426771428571435,T1,2.0,1,3.998267005013312,0.012626262626269086,1.934345995282083,0.6,11,5
GIS,2026-03-17,bear,38.745,38.80418571428571,STOP,-1.0,0,1.5106900524900868,0.02577984016498585,1.7621589118116237,0.6,11,32
GLD,2026-01-29,bear,471.53,479.9912,STOP,-1.0,0,7.692696078926381,0.6022486690921064,2.511689505354798,0.6,10,27
GLD,2026-01-30,bear,453.7729,448.77721428571425,T1,2.0,1,8.835172239535076,0.27721665972876997,2.9577876408534896,0.6,12,7
GLD,2026-02-06,bull,455.7,454.1577,STOP,-1.0,0,4.2538863011392305,0.030797659377896785,1.8015812271063247,0.6,10,6
GLD,2026-02-10,bear,460.64,461.7004285714286,STOP,-1.0,0,1.3754743014832693,0.13119328567257693,2.298599455075216,0.6,10,37
GLD,2026-02-12,bear,454.95,450.5458857142857,T1,2.0,1,2.3824722748174176,0.23723135821805702,6.2934479552530025,0.6,11,14
GLD,2026-02-23,bull,478.1893,477.3872,STOP,-1.0,0,1.9679759918719202,0.012557029843874738,1.358571836171325,0.5,10,20
GLD,2026-02-25,bull,479.0152,478.58534285714285,STOP,-1.0,0,1.1041837227365265,0.022983222247761986,4.13243659720322,0.6,11,46
GLD,2026-02-27,bull,482.07,481.32942857142854,STOP,-1.0,0,1.4177278715262591,0.010385294423099257,3.4866355300567227,0.6,10,57
GLD,2026-03-02,bear,483.52,485.26739999999995,STOP,-1.0,0,2.90498696219035,0.26553590910026975,3.713056145997944,0.6,11,2
GLD,2026-03-13,bear,464.85,463.01142857142867,T1,2.0,1,1.1842161515112573,0.04080580731068204,2.603421631274258,0.6,10,52
GLD,2026-03-17,bear,458.45,457.0404285714286,T1,2.0,1,1.026019240572232,0.03050042482734284,2.2946185558757604,0.6,11,35
GLNG,2026-03-09,bear,45.73,45.79714285714285,STOP,-1.0,0,7.251707829742503,0.10893246187363215,7.451255493428518,0.6,10,6
GOOGL,2026-02-11,bear,310.19,310.6009142857143,STOP,-1.0,0,3.4574468085106433,0.04505519261096231,7.186909112154497,0.6,10,22
GOOGL,2026-02-27,bull,311.07,309.8971142857143,STOP,-1.0,0,2.0621581748677493,0.07106402222366667,5.106880538977895,0.6,10,54
GRDN,2026-02-24,bear,32.465,32.24,T2,3.5,1,2.4037730108017628,0.36826760779498985,1.3249615581752947,0.5,10,12
GRDN,2026-03-02,bull,33.635,33.66,EOD,0.1651,1,2.3040433702281473,0.0898507462686488,2.233544938189108,0.6,10,58
GRDN,2026-03-09,bull,32.36,32.09357142857143,STOP,-1.0,0,5.264413518886683,0.3102699348433181,1.2356129798767357,0.5,11,28
GRDN,2026-03-19,bull,33.945,33.801785714285714,STOP,-1.0,0,11.853190719558437,0.16308376575240835,1.5753400333818672,0.6,10,7
